年份,年龄组,年龄带,性别,人数,人数_万人,情景,真实或假设,来源或假设
2055,65-69,退休65+,女,276982.8,27.6983,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,70-74,退休65+,女,287080.0,28.708,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,75-79,退休65+,女,285327.2,28.5327,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,80-84,退休65+,女,273290.6,27.3291,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,85+,退休65+,女,605986.5,60.5986,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,0-4,少儿0-14,男,62244.4,6.2244,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,10-14,少儿0-14,男,76036.9,7.6037,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,15-19,劳动年龄15-64,男,80072.9,8.0073,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,20-24,劳动年龄15-64,男,89114.0,8.9114,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,25-29,劳动年龄15-64,男,103057.0,10.3057,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,30-34,劳动年龄15-64,男,126080.3,12.608,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,35-39,劳动年龄15-64,男,171877.4,17.1877,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,40-44,劳动年龄15-64,男,198117.6,19.8118,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,45-49,劳动年龄15-64,男,196900.8,19.6901,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,5-9,少儿0-14,男,72219.0,7.2219,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,50-54,劳动年龄15-64,男,197930.4,19.793,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,55-59,劳动年龄15-64,男,228490.2,22.849,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,60-64,劳动年龄15-64,男,255340.3,25.534,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,65-69,退休65+,男,250975.0,25.0975,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,70-74,退休65+,男,234150.6,23.4151,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,75-79,退休65+,男,210004.4,21.0004,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,80-84,退休65+,男,183440.7,18.3441,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2055,85+,退休65+,男,357751.6,35.7752,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,0-4,少儿0-14,女,56998.5,5.6998,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,10-14,少儿0-14,女,72450.0,7.245,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,15-19,劳动年龄15-64,女,76945.2,7.6945,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,20-24,劳动年龄15-64,女,85781.7,8.5782,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,25-29,劳动年龄15-64,女,98544.9,9.8545,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,30-34,劳动年龄15-64,女,113879.8,11.388,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,35-39,劳动年龄15-64,女,161776.8,16.1777,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,40-44,劳动年龄15-64,女,192263.1,19.2263,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,45-49,劳动年龄15-64,女,193895.1,19.3895,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,5-9,少儿0-14,女,67301.4,6.7301,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,50-54,劳动年龄15-64,女,196223.7,19.6224,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,55-59,劳动年龄15-64,女,218995.0,21.8995,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,60-64,劳动年龄15-64,女,260558.9,26.0559,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,65-69,退休65+,女,273366.7,27.3367,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,70-74,退休65+,女,285745.5,28.5745,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,75-79,退休65+,女,283043.0,28.3043,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,80-84,退休65+,女,273296.2,27.3296,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,85+,退休65+,女,617737.9,61.7738,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,0-4,少儿0-14,男,60239.8,6.024,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,10-14,少儿0-14,男,76002.0,7.6002,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,15-19,劳动年龄15-64,男,79976.2,7.9976,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
2056,20-24,劳动年龄15-64,男,88136.9,8.8137,低,混合,[混合] 基准人口锚点=C&SD表110-01001A年中人口(不含外佣)；2026-2056为队列成分法推算[假设路径]；生育TFR 2023=751→2046=938对齐官方推算[真实数据路径形状]；净迁移总量级对齐官方推算、年龄权重偏劳动年龄[假设]
