年份,性别,年龄组,死亡率_每千人,年化改善率,数据类型,真实或假设,来源或假设
2043,女,80-84,25.4207,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,女,85+,71.4807,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,0-4,0.4725,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,10-14,0.0787,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,15-19,0.1575,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,20-24,0.2362,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,25-29,0.315,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,30-34,0.4725,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,35-39,0.5512,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,40-44,0.9449,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,45-49,1.6093,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,5-9,0.0787,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,50-54,2.6374,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,55-59,3.9561,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,60-64,5.6869,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,65-69,9.1485,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,70-74,14.2585,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,75-79,21.9234,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,80-84,46.2101,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2043,男,85+,87.6274,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,0-4,0.1808,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,10-14,0.0778,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,15-19,0.0778,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,20-24,0.1555,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,25-29,0.1555,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,30-34,0.2333,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,35-39,0.311,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,40-44,0.3888,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,45-49,0.7955,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,5-9,0.0778,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,50-54,1.2728,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,55-59,1.9092,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,60-64,3.089,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,65-69,4.2903,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,70-74,7.2077,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,75-79,11.7554,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,80-84,25.2269,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,女,85+,70.9935,0.006816,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,0-4,0.4665,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,10-14,0.0778,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,15-19,0.1555,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,20-24,0.2333,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,25-29,0.311,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,30-34,0.4665,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,35-39,0.5443,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,40-44,0.9331,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,45-49,1.591,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,5-9,0.0778,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,50-54,2.6107,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,55-59,3.9161,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,60-64,5.6293,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,65-69,9.0559,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,70-74,14.1141,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,75-79,21.7015,0.010125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,80-84,45.9661,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2044,男,85+,87.1647,0.00528,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,0-4,0.1763,0.025,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,10-14,0.0768,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,15-19,0.0768,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,20-24,0.1536,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,25-29,0.1536,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,30-34,0.2304,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,35-39,0.3071,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,40-44,0.3839,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,45-49,0.7864,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,5-9,0.0768,0.0125,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,50-54,1.2583,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,55-59,1.8874,0.011375,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,60-64,3.0655,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,65-69,4.2576,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,70-74,7.1527,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,75-79,11.6658,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
2045,女,80-84,25.0345,0.007625,预测,假设,[假设] 以2024实际为锚，按2020-2024剔2022经验+年龄递减先验各半的年化改善率外推；改善率随年龄组上升而递减
